,Is safe from accidents,Has comftarble seating,Gives me the ability to work read and sleep,Is relaxing,Is mostly on time,Can interact with tohers,Is clean,Is good for the environment,Is a good value for the money,Is convienent to use,Overall Rating
7862,6,7,7,9,3,8,4,5,6,8,8
7863,1,3,4,6,5,7,7,3,10,6,7
7864,4,4,1,5,10,3,2,7,3,5,2
7865,7,2,8,3,4,6,8,7,10,7,10
7866,9,3,2,6,9,3,1,2,5,8,3
7867,4,6,2,1,1,9,7,3,1,1,5
7868,4,3,8,9,2,10,8,5,9,5,7
7869,2,1,3,10,1,6,10,4,5,10,3
7870,8,3,1,9,7,1,9,6,3,7,8
7871,3,4,2,9,2,6,9,5,7,1,9
7872,1,6,4,8,3,9,6,8,5,2,5
7873,3,10,6,9,6,8,1,8,6,8,4
7874,9,5,9,10,5,6,2,5,3,5,1
7875,7,6,7,1,7,8,2,8,3,2,3
7876,7,3,6,5,7,9,1,8,2,3,6
7877,2,5,2,1,5,1,6,1,3,8,3
7878,8,7,1,1,10,6,4,10,7,6,3
7879,1,8,7,10,10,1,2,1,4,1,6
7880,2,7,4,3,5,2,5,10,1,3,3
7881,8,1,6,6,8,1,2,2,3,8,6
7882,1,2,9,3,8,6,8,4,7,2,10
7883,5,8,4,1,8,3,1,5,3,10,10
7884,4,8,1,10,2,6,10,6,6,9,9
7885,2,1,10,2,4,9,5,9,3,4,2
7886,6,2,2,10,7,8,2,4,8,4,4
7887,5,6,8,10,4,10,2,7,2,3,5
7888,1,2,9,3,5,8,5,7,10,1,6
7889,9,2,4,2,3,5,2,8,3,9,2
7890,9,2,8,6,3,1,1,4,6,4,3
7891,7,6,5,4,7,3,8,8,5,2,3
7892,2,3,1,8,9,4,6,3,4,10,9
7893,9,2,4,4,5,7,7,6,7,3,7
7894,5,5,5,9,3,2,3,5,4,7,7
7895,7,4,9,7,6,6,8,8,2,1,9
7896,6,1,2,3,5,3,3,1,2,9,8
7897,10,7,8,4,8,4,1,5,3,8,4
7898,2,5,3,8,7,1,10,6,2,2,8
7899,7,10,9,9,1,8,2,5,8,8,10
7900,6,5,8,7,9,6,5,5,3,4,2
7901,1,4,10,6,8,10,1,3,5,7,9
7902,4,7,7,3,2,8,3,4,4,2,10
7903,2,5,10,3,5,4,6,2,10,1,2
7904,2,10,2,3,6,1,3,4,2,7,5
7905,2,9,5,3,6,1,7,7,9,1,9
7906,8,7,8,10,5,1,1,7,7,2,10
7907,2,4,5,6,10,2,6,8,5,10,2
7908,6,10,7,5,10,8,5,2,10,1,1
7909,9,4,9,6,5,2,1,5,9,9,5
7910,10,8,4,9,3,10,6,10,5,9,7
7911,3,3,8,1,9,1,7,10,2,10,10
7912,4,2,9,4,5,7,4,6,8,2,8
7913,8,5,10,7,4,5,7,1,7,3,2
7914,4,4,5,7,8,3,7,8,5,10,2
7915,9,9,10,4,9,5,6,7,7,2,9
7916,3,8,8,3,8,5,10,5,9,7,4
7917,8,7,6,3,8,10,3,10,4,1,5
7918,3,6,4,7,1,5,5,8,3,4,5
7919,10,4,7,6,2,2,8,1,6,8,2
7920,8,5,10,7,3,2,4,8,5,3,5
7921,8,6,1,1,5,5,2,4,5,4,8
7922,5,3,7,10,6,9,3,6,8,4,4
7923,10,1,1,3,6,1,3,10,6,9,2
7924,9,7,4,3,6,8,8,9,2,10,9
7925,6,1,10,8,3,8,9,4,5,5,9
7926,3,10,1,6,8,1,7,6,2,5,4
7927,6,10,1,4,7,10,5,7,1,8,4
7928,8,9,8,1,8,9,2,3,2,2,10
7929,2,10,6,2,6,4,5,2,9,9,7
7930,10,8,2,9,9,5,7,10,4,4,2
7931,6,2,5,2,9,7,8,8,5,2,8
7932,4,9,10,10,8,5,6,9,7,9,1
7933,9,1,1,3,7,5,10,6,10,7,4
7934,5,6,6,8,2,2,8,4,9,9,3
7935,7,10,3,6,9,2,5,2,3,4,10
7936,1,10,6,4,9,9,3,6,2,10,5
7937,9,6,9,8,6,8,1,2,10,5,8
7938,10,2,5,6,8,8,8,3,8,1,3
7939,1,7,8,10,2,9,5,2,5,7,9
7940,9,2,9,3,5,4,7,5,4,4,1
7941,6,3,4,3,9,9,2,6,9,7,3
7942,6,10,2,8,10,3,2,6,6,10,3
7943,2,6,10,1,6,4,6,5,3,2,5
7944,6,1,7,1,2,1,6,4,9,5,8
7945,5,3,1,7,5,4,1,3,5,10,10
7946,8,2,4,8,9,3,4,9,4,3,9
7947,6,10,1,6,6,3,7,4,9,2,6
7948,7,8,6,1,3,1,8,8,7,9,6
7949,2,2,1,7,6,10,10,6,5,5,3
7950,10,3,7,4,6,10,10,1,5,6,7
7951,5,6,2,1,9,2,7,1,1,10,5
7952,2,8,5,6,3,5,4,9,8,6,2
7953,7,4,3,5,1,6,6,4,9,10,10
7954,7,9,3,6,2,10,9,5,6,8,2
7955,4,7,10,7,5,4,5,6,3,2,9
7956,1,1,1,1,1,4,7,2,8,6,4
7957,2,3,3,5,6,6,6,7,9,10,4
7958,5,1,5,8,9,6,3,7,4,2,4
7959,3,1,1,5,4,9,7,5,6,8,6
7960,9,4,4,5,5,3,9,3,7,6,2
7961,7,2,1,8,6,10,10,2,3,3,10
7962,4,4,2,5,4,4,9,3,2,5,5
7963,10,2,9,10,3,3,7,2,7,10,7
7964,1,7,2,5,4,6,5,5,2,1,2
7965,6,4,9,1,4,7,9,4,5,2,4
7966,6,3,1,1,7,3,3,5,9,5,1
7967,7,4,9,6,3,5,4,7,7,3,2
7968,4,7,9,8,8,6,7,3,1,8,4
7969,10,1,2,7,1,6,6,6,1,4,6
7970,9,3,1,5,1,1,6,7,4,9,10
7971,9,8,8,7,5,1,1,6,9,9,8
7972,6,7,5,10,1,5,9,6,7,4,3
7973,2,10,6,3,10,10,9,4,3,4,4
7974,6,3,6,2,6,9,8,1,1,4,7
7975,1,10,4,10,10,4,8,5,10,3,8
7976,4,7,5,2,10,8,4,6,8,10,9
7977,2,1,8,9,7,1,3,3,7,5,7
7978,3,2,8,9,8,10,1,3,8,10,8
7979,5,6,8,2,4,3,10,6,10,7,9
7980,6,5,8,4,10,3,5,5,3,7,3
7981,2,5,1,6,4,9,10,1,8,3,10
7982,10,4,6,2,10,10,8,4,9,8,7
7983,6,4,2,10,8,5,5,9,1,2,2
7984,3,6,4,10,4,10,4,9,8,5,10
7985,8,7,6,5,8,1,8,10,2,8,6
7986,1,8,5,2,1,1,9,7,1,10,3
7987,5,7,9,3,7,7,1,7,8,4,7
7988,8,10,1,7,8,8,1,1,2,3,6
7989,10,3,6,3,8,9,9,5,2,9,7
7990,2,4,7,8,1,9,9,10,5,2,6
7991,2,9,6,9,4,3,5,3,4,1,9
7992,4,7,8,1,4,4,9,6,6,5,2
7993,5,8,7,1,4,9,9,8,9,3,6
7994,10,7,8,2,8,1,9,7,9,4,2
7995,9,8,10,8,3,2,5,4,5,7,4
7996,9,10,7,6,6,7,3,1,4,2,7
7997,2,4,5,4,6,7,1,4,6,2,7
7998,4,10,1,7,8,6,3,6,2,6,2
7999,2,4,3,6,1,5,7,7,3,9,8
8000,8,9,6,2,9,7,1,9,2,5,7
8001,7,8,3,3,3,10,10,3,6,8,3
8002,5,1,2,5,1,3,8,10,1,10,6
8003,5,4,10,5,5,9,3,4,4,8,9
8004,3,4,2,3,2,4,8,9,2,1,9
8005,10,9,8,8,8,8,9,4,2,5,2
8006,7,9,2,6,9,2,7,10,3,6,4
8007,4,2,4,8,2,6,1,6,10,3,9
8008,6,2,4,2,5,9,4,10,1,7,7
8009,9,1,5,3,3,9,8,8,7,10,5
8010,2,6,3,1,7,6,6,1,7,10,7
8011,10,10,5,5,7,1,1,5,4,9,9
8012,9,1,2,1,2,10,1,9,3,10,3
8013,3,7,5,8,6,9,7,10,5,8,6
8014,3,9,4,9,2,5,9,10,9,5,9
8015,9,1,2,9,1,6,3,7,2,5,10
8016,5,6,4,4,1,6,1,9,1,1,4
8017,10,3,2,7,2,3,3,6,7,6,1
8018,4,5,8,7,4,6,4,10,9,10,4
8019,1,3,5,8,8,2,1,2,3,5,4
8020,1,8,9,10,8,7,2,2,2,2,2
8021,6,1,7,2,6,6,1,10,5,7,1
8022,6,1,4,3,6,9,5,5,4,10,5
8023,10,8,4,9,5,7,6,2,9,5,9
8024,2,8,8,1,7,9,4,3,2,3,10
8025,5,1,1,6,2,2,7,9,4,8,5
8026,3,9,5,10,3,3,3,1,2,2,1
8027,5,9,3,8,9,10,5,10,2,8,5
8028,6,8,6,10,6,9,10,4,8,3,4
8029,2,10,7,1,1,10,10,2,4,9,5
8030,10,2,6,4,1,7,9,3,5,9,8
8031,10,7,6,9,10,1,8,4,6,9,2
8032,8,10,2,1,8,10,5,8,8,10,10
8033,5,1,5,5,10,5,5,2,6,2,5
8034,9,9,6,1,9,7,6,4,9,7,2
8035,6,2,2,1,8,5,9,4,1,4,5
8036,5,2,4,4,6,1,2,2,10,7,2
8037,7,6,1,4,6,6,9,6,10,5,7
8038,7,8,5,8,2,1,9,5,3,6,10
8039,3,7,9,9,4,2,7,1,10,4,7
8040,7,7,3,5,6,7,5,5,7,2,6
8041,1,7,10,4,7,9,1,7,3,6,6
8042,9,2,3,1,5,9,7,6,7,6,6
8043,4,8,7,2,4,9,10,5,1,5,2
8044,9,2,5,9,8,5,4,3,8,5,4
8045,3,1,9,2,7,10,2,6,9,8,5
8046,3,8,5,10,9,4,9,7,3,5,10
8047,3,10,6,1,6,9,10,9,7,1,5
8048,9,5,2,2,3,4,2,6,10,7,7
8049,2,5,3,1,8,8,9,8,10,9,2
8050,4,10,9,1,10,5,10,1,10,4,8
8051,1,1,8,5,4,1,4,9,6,9,8
8052,3,8,8,8,10,10,2,3,1,1,10
8053,8,10,5,1,5,3,10,2,9,5,2
8054,2,8,8,5,10,2,4,8,1,9,8
8055,6,2,3,5,5,4,3,9,3,7,4
8056,8,1,7,6,2,10,9,8,9,8,6
8057,9,5,1,10,2,6,10,1,7,4,7
8058,6,9,8,4,2,3,9,6,6,5,2
8059,3,1,7,4,9,9,7,6,8,5,6
8060,2,9,2,10,7,8,5,5,8,8,7
8061,1,2,5,6,5,7,10,9,10,1,1
8062,3,6,3,8,9,3,3,8,8,8,4
8063,5,5,1,1,10,4,4,5,1,2,7
8064,4,6,10,3,8,8,9,1,9,10,6
8065,3,9,2,5,1,3,4,9,9,3,7
8066,1,4,6,5,2,3,1,3,6,9,1
8067,9,3,2,2,6,2,10,3,8,2,8
8068,1,2,10,9,2,4,3,6,7,7,10
8069,5,9,7,6,4,5,3,5,6,7,5
8070,8,6,6,5,7,8,2,1,6,7,3
8071,6,1,2,5,7,10,5,5,6,1,10
8072,1,9,9,2,3,5,7,1,3,8,2
8073,5,5,3,8,3,8,8,8,2,9,3
8074,1,8,4,9,1,7,2,2,3,3,2
8075,10,5,6,5,7,3,6,1,2,3,3
8076,1,2,5,8,2,1,2,8,5,3,3
8077,6,6,10,10,10,4,10,4,2,2,6
8078,4,6,7,1,4,5,8,2,6,6,5
8079,8,6,6,10,7,8,2,10,3,8,6
8080,10,9,10,10,9,3,8,4,3,6,2
8081,6,1,1,6,6,10,1,6,5,3,7
8082,9,2,2,1,1,2,2,7,10,5,4
8083,5,3,3,10,8,2,1,1,2,3,4
8084,5,3,9,4,4,6,8,3,8,8,3
8085,10,5,3,4,5,8,1,6,3,5,10
8086,3,4,9,9,1,3,3,9,4,1,6
8087,5,8,1,7,3,9,1,10,8,3,5
8088,5,5,7,3,10,4,2,1,1,1,10
8089,4,3,7,3,5,10,5,4,3,10,1
8090,4,9,2,1,5,6,9,10,4,4,5
8091,7,8,9,1,2,7,6,4,6,2,1
8092,6,6,8,3,6,3,9,6,10,6,3
8093,2,6,8,5,4,6,9,1,2,4,3
8094,6,2,7,5,9,4,9,9,1,9,10
8095,10,9,2,5,3,9,9,2,10,6,1
8096,3,5,6,1,3,5,2,1,5,1,10
8097,9,4,3,9,1,10,4,2,9,7,10
8098,5,10,5,6,9,5,4,6,9,10,6
8099,7,6,6,10,9,10,6,3,10,4,3
8100,4,1,4,3,8,5,7,3,2,1,6
8101,9,5,10,7,8,4,6,7,8,4,9
8102,2,8,7,1,5,4,10,6,1,3,10
8103,7,1,1,4,3,2,3,3,8,10,1
8104,2,9,5,7,7,9,6,5,3,9,2
8105,1,1,10,3,6,9,7,9,7,10,10
8106,9,4,10,2,9,1,1,6,2,2,7
8107,2,3,8,1,9,5,6,8,1,7,3
8108,10,2,9,4,8,2,1,1,3,10,10
8109,5,5,1,2,9,5,6,8,7,3,6
8110,6,1,5,6,1,1,10,6,4,3,1
8111,8,2,2,10,8,2,8,6,7,9,5
8112,1,5,2,2,10,6,9,2,1,6,8
8113,9,1,2,6,5,2,1,8,8,2,2
8114,10,10,1,1,7,9,6,1,10,5,8
8115,2,2,1,3,7,6,10,5,7,3,10
8116,7,1,2,6,6,4,6,10,6,1,7
8117,3,3,2,2,10,5,4,2,10,1,8
8118,3,8,1,1,1,9,9,3,2,1,9
8119,1,8,10,9,10,6,9,1,10,9,10
8120,5,8,3,9,2,10,6,6,7,2,3
8121,4,4,8,3,6,5,2,6,4,10,7
8122,4,3,7,1,5,4,4,1,7,10,9
8123,10,5,9,9,6,7,8,7,5,3,8
8124,9,1,7,3,8,3,1,5,5,5,10
8125,2,9,3,4,4,2,7,7,10,10,3
8126,4,9,1,2,2,7,1,7,3,2,8
8127,10,8,5,6,4,4,10,4,8,1,2
8128,3,3,5,6,10,1,3,2,6,8,1
8129,1,3,4,4,1,6,9,6,9,1,5
8130,2,2,2,4,9,5,4,5,4,5,2
8131,1,3,6,3,6,6,3,8,5,10,8
8132,10,7,5,9,7,1,4,1,4,10,10
8133,6,6,4,7,9,8,10,8,10,8,1
8134,10,10,9,9,4,9,10,4,7,3,5
8135,2,10,7,10,3,10,6,2,4,10,9
8136,5,3,4,5,4,4,3,1,9,5,5
8137,1,4,5,3,9,3,7,5,10,2,10
8138,10,2,1,4,3,8,1,8,7,1,3
8139,7,5,5,9,8,2,5,5,4,6,6
8140,10,5,3,9,3,2,3,2,6,4,6
8141,1,5,2,3,8,1,3,2,2,9,8
8142,2,10,6,6,8,1,4,4,6,3,5
8143,1,3,6,4,1,2,5,8,9,6,2
8144,4,9,2,2,10,3,3,2,2,10,8
8145,1,10,5,3,2,6,1,5,10,8,7
8146,7,1,3,6,5,9,9,3,8,6,8
8147,5,4,2,7,1,3,5,7,9,3,2
8148,3,2,10,1,9,6,4,10,7,9,4
8149,1,5,2,8,1,1,6,5,9,5,10
8150,6,7,10,5,10,6,6,4,1,9,8
8151,6,3,7,9,5,3,3,8,3,10,8
8152,2,10,9,2,3,5,2,10,8,1,1
8153,7,5,8,10,5,7,7,5,5,10,5
8154,7,7,2,3,10,4,4,10,7,6,3
8155,1,2,4,8,4,1,7,4,5,8,9
8156,6,7,9,6,4,7,5,2,6,6,8
8157,4,6,7,6,1,2,5,5,2,6,4
8158,6,5,10,4,2,6,6,1,3,4,10
8159,2,3,9,10,5,5,5,9,4,5,8
8160,3,9,1,10,7,8,1,9,6,2,4
8161,8,3,8,4,6,9,4,7,6,6,10
8162,4,8,9,9,2,3,10,4,2,1,4
8163,10,7,6,2,3,5,6,3,2,10,8
8164,7,9,3,7,2,5,2,2,1,4,1
8165,10,4,5,1,2,5,6,6,2,3,4
8166,8,8,9,8,2,8,9,1,1,5,5
8167,6,10,1,5,4,2,2,10,8,1,4
8168,4,4,10,2,10,6,8,3,9,3,4
8169,6,9,1,7,6,4,2,3,5,4,9
8170,10,4,4,4,10,10,3,6,5,3,10
8171,10,2,9,6,3,4,5,2,10,6,10
8172,1,7,3,7,7,6,4,2,9,7,8
8173,1,8,8,3,7,7,2,7,2,2,2
8174,4,9,5,1,4,9,2,10,10,3,5
8175,8,2,3,3,1,1,1,2,6,5,6
8176,5,9,5,7,7,5,7,7,6,1,10
8177,3,9,8,4,1,7,1,2,3,9,8
8178,1,5,3,9,4,9,7,6,7,7,8
8179,4,8,8,10,10,5,1,5,10,3,7
8180,7,4,5,6,10,2,4,6,5,6,4
8181,5,4,8,6,8,7,8,10,3,9,2
8182,4,6,3,9,2,4,5,8,6,4,8
8183,9,2,2,5,1,8,4,3,4,9,8
8184,8,6,8,6,9,10,8,7,2,9,5
8185,10,2,9,3,9,6,6,3,5,7,9
8186,9,1,4,9,1,3,6,10,7,6,7
8187,5,10,1,1,4,9,7,8,9,7,2
8188,3,2,10,3,4,7,4,7,3,10,5
8189,1,2,1,10,1,9,2,1,6,4,1
8190,6,3,9,9,2,4,8,5,3,6,5
8191,4,2,6,5,6,3,8,5,6,7,1
8192,6,5,3,9,2,4,1,10,2,4,2
8193,2,4,5,3,7,9,7,7,7,6,2
8194,8,2,3,4,7,4,1,9,5,1,9
8195,3,7,6,2,5,2,1,5,10,2,4
8196,2,9,7,7,3,9,7,5,4,1,1
8197,10,8,5,1,2,9,6,6,5,6,3
8198,5,5,2,3,6,1,5,4,5,1,6
8199,8,4,6,2,10,1,1,4,10,4,1
8200,1,3,10,7,6,10,6,2,2,6,2
8201,7,1,4,6,5,7,3,4,10,4,4
8202,1,5,9,1,2,6,6,1,10,7,3
8203,3,6,1,9,3,4,1,6,6,4,7
8204,4,3,5,9,9,6,8,9,10,10,9
8205,3,6,1,5,3,10,3,4,6,8,2
8206,8,9,6,8,4,5,10,10,5,3,10
8207,7,3,7,6,3,4,5,6,10,7,3
8208,2,2,5,10,9,2,5,6,9,10,10
8209,1,5,5,4,6,2,4,9,10,2,2
8210,4,1,1,3,2,4,6,3,4,9,4
8211,2,3,4,8,3,1,9,6,9,7,1
8212,2,8,4,4,9,7,5,9,3,2,6
8213,2,1,6,5,6,4,5,4,5,5,8
8214,10,10,5,4,3,1,6,7,6,1,10
8215,1,10,8,2,4,4,4,9,8,1,5
8216,9,6,9,7,8,6,10,3,8,1,4
8217,8,7,3,4,8,9,6,7,7,9,6
8218,7,3,3,10,7,10,10,4,9,4,10
8219,1,10,6,1,7,6,7,10,3,6,7
8220,2,3,10,4,8,4,4,10,7,3,2
8221,6,5,1,3,3,6,5,3,8,10,4
8222,1,7,6,4,6,10,2,5,2,1,3
8223,10,2,6,6,6,4,5,10,7,4,1
8224,1,5,3,8,5,8,4,6,7,4,3
8225,3,1,1,9,1,6,1,3,5,8,6
8226,4,1,8,6,9,2,10,4,7,7,3
8227,3,10,6,9,7,5,7,3,7,10,6
8228,9,4,8,8,2,9,10,6,1,2,9
8229,8,4,3,2,7,5,3,9,3,6,1
8230,5,4,3,4,2,10,5,3,2,3,8
8231,2,1,5,2,7,10,4,9,7,6,5
8232,6,10,6,4,8,1,3,9,8,7,6
8233,10,3,5,6,6,3,9,5,5,6,2
8234,5,2,9,1,8,9,7,5,10,1,1
8235,7,3,10,5,8,7,6,6,9,8,6
8236,2,10,7,3,4,2,4,3,1,2,6
8237,10,10,7,6,6,9,1,1,10,10,3
8238,10,2,6,8,7,7,4,4,2,7,9
8239,9,4,1,1,7,6,1,8,10,6,9
8240,8,10,3,3,8,2,2,10,6,4,8
8241,8,8,4,3,5,3,1,10,6,4,8
8242,2,10,5,6,7,4,6,6,8,1,10
8243,2,6,3,2,2,8,2,6,6,1,5
8244,2,1,1,4,8,3,10,6,3,3,6
8245,7,2,7,5,5,3,2,10,3,3,9
8246,1,10,10,6,5,2,7,4,4,7,6
8247,5,6,5,5,6,1,1,9,4,2,1
8248,8,8,1,7,4,10,4,10,5,9,10
8249,1,6,1,1,10,10,10,6,2,7,7
8250,6,5,2,4,2,8,6,1,2,2,10
8251,4,4,4,5,1,9,1,6,5,6,8
8252,4,3,4,6,8,7,6,8,5,8,1
8253,1,1,8,7,7,6,10,3,1,6,6
8254,8,8,5,5,7,6,5,5,7,10,6
8255,8,5,7,1,7,3,8,9,6,3,9
8256,8,9,9,8,1,5,10,2,9,7,8
8257,4,9,5,6,4,4,2,10,9,10,5
8258,3,2,3,3,1,6,4,4,2,6,3
8259,6,4,10,2,3,7,10,8,5,9,5
8260,8,1,4,6,9,4,7,1,10,8,7
8261,5,3,8,6,8,7,5,4,6,4,10
8262,3,5,10,2,7,9,7,3,3,8,9
8263,5,2,4,9,10,8,8,2,5,1,8
8264,9,3,8,3,9,10,10,8,9,6,4
8265,8,3,9,1,5,9,8,2,7,2,7
8266,5,1,2,3,5,9,6,5,9,4,2
8267,7,9,10,6,5,5,1,7,7,8,2
8268,1,7,9,1,6,9,6,2,5,5,1
8269,6,10,5,2,5,3,10,5,6,2,9
8270,4,7,9,3,9,10,2,5,1,5,6
8271,9,4,3,5,5,2,9,2,10,5,5
8272,7,7,1,1,8,4,4,4,5,6,8
8273,8,4,6,6,7,3,10,5,2,8,6
8274,8,2,8,3,5,1,10,7,9,5,7
8275,1,5,1,8,7,4,4,9,7,2,9
8276,3,4,4,8,5,1,10,3,4,6,7
8277,8,8,7,8,8,8,7,10,9,2,7
8278,1,5,3,4,2,8,2,3,6,7,2
8279,7,1,2,1,8,7,4,9,4,6,7
8280,7,3,6,3,10,5,9,8,3,7,9
8281,10,5,2,5,1,2,6,5,2,10,4
8282,6,8,9,2,4,4,9,7,1,7,10
8283,2,7,2,9,3,1,1,3,4,10,2
8284,1,1,2,8,4,7,3,7,1,2,4
8285,9,3,4,5,4,3,2,9,5,1,9
8286,6,3,2,4,3,2,3,7,4,4,6
8287,10,2,4,9,6,1,4,2,5,8,10
8288,4,8,6,5,7,8,5,7,10,3,10
8289,5,2,10,10,7,10,7,7,3,3,2
8290,1,10,5,6,10,3,5,9,1,1,7
8291,1,8,7,2,4,1,2,1,8,2,3
8292,5,7,2,8,1,10,6,5,2,6,7
8293,3,7,9,4,7,10,9,10,5,4,1
8294,4,6,6,6,3,7,4,6,4,1,9
8295,1,10,3,3,3,1,1,3,2,6,6
8296,7,4,10,3,3,7,4,1,5,7,7
8297,4,9,4,2,9,4,2,7,9,10,1
8298,4,1,9,5,1,7,10,5,10,8,9
8299,2,3,5,5,5,9,4,3,10,1,2
8300,10,6,4,7,9,10,4,8,1,4,8
8301,4,7,4,6,10,3,4,7,8,1,3
8302,10,8,4,5,10,3,7,3,5,5,1
8303,4,8,3,3,7,5,8,1,9,10,4
8304,1,7,8,1,7,5,1,3,1,6,2
8305,2,6,2,7,6,6,2,2,9,4,6
8306,6,1,4,8,8,6,9,5,8,6,8
8307,10,9,7,3,5,10,2,9,9,1,10
8308,2,3,1,8,4,5,3,3,9,4,7
8309,9,3,1,5,10,9,7,6,3,2,9
8310,8,10,3,5,4,1,3,2,6,2,1
8311,8,7,10,5,4,1,6,7,7,2,2
8312,1,7,9,6,4,2,2,9,7,5,6
8313,2,6,9,1,6,10,9,7,8,4,7
8314,4,6,6,5,8,6,1,5,3,5,4
8315,8,8,2,8,3,7,4,1,4,8,9
8316,8,1,2,8,1,3,3,7,5,8,4
8317,1,4,8,1,6,4,4,10,4,10,5
8318,8,2,3,9,5,9,4,5,2,7,6
8319,10,2,4,3,4,6,6,5,2,10,3
8320,2,9,5,7,7,10,3,8,1,9,4
8321,8,6,3,5,6,10,6,4,3,3,7
8322,6,2,8,5,8,9,7,4,4,5,8
8323,6,7,2,7,8,7,5,6,5,9,5
8324,4,3,7,2,7,3,2,6,2,5,10
8325,1,6,4,9,8,8,7,5,2,7,8
8326,3,7,6,3,8,10,7,6,5,9,6
8327,2,5,3,9,6,2,2,4,9,5,6
8328,8,7,4,2,2,10,8,7,6,6,3
8329,8,4,6,8,4,7,1,1,6,9,2
8330,6,4,10,2,3,1,8,6,1,8,8
8331,10,8,4,8,3,7,2,10,9,10,9
8332,8,3,2,6,1,1,10,9,2,5,8
8333,2,1,5,9,10,3,10,2,7,5,7
8334,4,5,3,5,6,6,8,8,3,10,9
8335,4,4,3,9,5,2,2,1,4,9,3
8336,2,1,5,6,10,7,8,9,10,7,7
8337,2,8,4,7,4,1,9,9,1,9,6
8338,4,1,7,10,2,8,1,3,1,5,4
8339,6,8,1,2,9,6,6,1,10,3,10
8340,4,10,4,10,10,1,6,5,3,2,4
8341,2,10,3,8,5,8,5,10,9,4,8
8342,9,2,5,10,1,3,10,3,2,9,1
8343,10,10,7,10,8,7,4,10,4,3,6
8344,10,7,5,4,5,1,8,5,7,4,8
8345,2,7,6,5,6,8,7,1,6,6,1
8346,2,1,2,8,4,8,8,4,4,10,8
8347,3,6,3,4,8,4,10,7,7,8,6
8348,9,9,3,6,2,2,10,3,3,10,9
8349,8,1,3,2,1,3,1,2,5,3,7
8350,6,9,1,4,8,4,6,2,1,3,1
8351,2,10,4,2,4,4,4,6,1,1,9
8352,6,6,10,3,8,2,3,9,6,2,6
8353,1,5,4,3,8,3,3,6,2,1,9
8354,10,3,4,5,3,4,7,7,4,6,10
8355,10,8,3,9,1,2,1,2,2,8,3
8356,5,1,2,10,4,9,6,3,6,5,10
8357,10,2,4,6,5,6,7,4,2,3,7
8358,7,4,7,3,1,9,3,5,5,6,3
8359,3,10,1,1,7,6,4,3,6,6,9
8360,9,5,2,9,4,8,2,6,4,1,7
8361,8,1,1,3,9,10,5,3,8,10,4
8362,9,6,10,4,10,2,7,9,6,4,9
8363,7,1,4,9,1,6,9,6,10,9,5
8364,7,9,8,9,3,3,4,9,7,7,9
8365,5,7,2,8,10,2,9,8,2,4,3
8366,5,10,5,9,7,6,8,5,3,3,2
8367,3,4,5,1,5,4,8,4,4,9,6
8368,1,5,3,7,6,2,9,6,9,7,7
8369,3,5,7,7,10,8,8,10,3,9,6
8370,10,9,1,9,9,7,6,2,4,7,1
8371,10,10,1,5,3,2,2,9,9,5,2
8372,5,9,3,1,7,3,7,5,9,3,9
8373,5,6,6,1,9,2,6,6,9,2,5
8374,4,6,7,10,9,8,2,4,2,6,9
8375,5,5,6,4,10,4,5,10,8,7,10
8376,8,9,7,1,2,7,3,5,6,5,10
8377,1,4,3,8,4,5,4,10,5,6,8
8378,8,10,1,1,4,2,4,7,1,5,2
8379,2,4,6,10,5,5,6,6,8,10,1
8380,5,1,9,10,5,9,2,6,4,5,7
8381,5,3,9,9,10,8,4,6,8,9,3
8382,2,3,2,9,5,8,4,9,9,1,5
8383,1,1,1,2,1,7,7,8,1,4,10
8384,8,3,3,9,2,8,3,10,8,4,1
8385,2,2,6,8,7,2,4,2,1,7,10
8386,6,10,6,1,1,1,7,9,1,1,4
8387,3,4,1,8,4,4,8,7,2,2,7
8388,4,6,1,9,2,1,6,3,7,10,7
8389,10,1,10,3,6,4,9,7,8,2,5
8390,10,10,5,2,10,7,10,10,2,9,3
8391,5,10,7,10,2,3,1,2,7,1,4
8392,5,10,9,10,9,9,6,6,9,1,9
8393,4,8,5,5,1,6,7,7,2,8,3
8394,3,4,2,4,7,1,6,4,3,10,1
8395,8,9,10,9,10,10,5,5,2,7,9
8396,6,6,2,8,10,6,9,2,1,2,8
8397,9,7,8,5,2,6,3,5,2,5,2
8398,2,5,10,10,2,2,5,2,8,4,7
8399,3,1,6,2,1,2,2,3,9,9,8
8400,4,8,2,6,3,1,1,4,6,8,6
8401,3,6,7,1,8,7,2,3,8,10,6
8402,2,6,4,6,1,6,4,1,5,2,3
8403,7,5,5,5,10,10,1,4,9,7,7
8404,10,4,1,9,6,9,7,5,9,1,4
8405,3,7,8,3,10,9,10,7,4,5,6
8406,7,7,7,5,7,3,10,6,7,8,2
8407,8,7,5,6,1,3,3,8,4,3,2
8408,9,4,9,10,4,4,6,5,9,8,8
8409,10,3,10,5,5,5,6,4,3,9,3
8410,8,5,6,3,4,6,4,4,7,7,10
8411,4,1,4,8,6,2,6,7,2,4,4
8412,8,3,9,7,10,1,1,8,5,5,6
8413,9,6,4,10,4,2,4,8,10,5,10
8414,8,1,3,8,1,2,4,2,8,9,9
8415,10,8,10,9,8,5,1,3,9,4,4
8416,7,4,6,10,5,9,8,1,6,6,9
8417,2,7,4,3,9,9,3,2,3,1,8
